Item_ID,Unit_Price
214513393,1779
214513408,1570
214513415,1465
214513425,1674
214514220,4711
214514222,5759
214514225,5026
214514227,6073
214514229,8900
214514231,10471
214514233,1570
214514235,2617
214514237,2617
214514240,2826
214514242,3978
214514244,5026
214514246,2093
214514248,3141
214514250,2408
214514255,4711
214514257,5235
214514259,1570
214514261,2093
214514263,2093
214514265,2068.1
214514267,2408
214514270,2931
214514272,2093
214514274,2617
214514276,2408
214514278,3245
214514280,4138.1
214514282,5200.07
214514285,1360
214514287,1570
214514289,1989
214514291,1884
214514293,2093
214514295,2617
214514317,2558.78
214514319,2093
214514321,2408
214514323,5235
214514325,4188
214514640,94143
214515823,27122
214515825,28917.86
214515830,41783
214515834,36547
214515836,19792
214515842,11807
214515847,18221
214515870,26424
214515872,44925
214515883,22505.27
214515999,1674
214516005,3141
214516012,1360
214516014,4188
214516020,2303
214516027,1989
214516033,2617
214516042,1779
214516048,2617
214516055,3141
214516065,1779
214516080,2617
214516085,1884
214516087,1674
214516108,4188
214516110,3141
214516117,3141
214516125,6282
214516127,5759
214516136,2826
214516138,5759
214516142,6806
214516149,4083
214516181,37594
214516183,54350
214516187,52255
214516192,82624
214516196,37594
214516708,125
214516723,376
214516738,1046
214516740,313
214516749,365
214516766,732
214516768,1570
214516790,1674
214516794,627
214516895,5235
214517443,523
214517445,376
214517450,1360
214517452,732
214517454,1046
214518555,1046
214518594,523
214518637,941
214518639,271
214518641,627
214518643,941
214518652,313
214518690,627
214518817,229
214518823,941
214518836,187
214523606,1465
214523632,1989
214523679,261
214523681,271
214523690,261
214523692,261
214523709,1360
214526000,261
214526083,313
214526190,1570
214526197,1465
214526657,2617
214527028,7329
214527519,2512
214530264,1046
214530450,4711
214530457,6402.77
214530474,2617
214530491,9424
214530527,3664
214530555,21886
214530572,5968.25
214530575,6492
214530665,14556
214530701,22235.33
214530703,18745
214530705,14294.5
214530710,14032
214530716,16650
214530718,12985
214530729,13601.33
214530731,13509
214530733,9424
214530735,7329
214530737,5759
214530778,7329
214530780,4711
214530782,3874
214530793,3141
214530842,20839
214530866,18745
214530875,7329
214530879,20839
214530887,13509
214530890,9424
214530905,7015
214530907,7853
214530922,12462
214530945,10471
214530982,26075
214530997,12462
214531003,3141
214531007,10471
214531010,19792
214531012,19792
214531016,9424
214531022,13509
214531074,135
214531130,15603
214531132,3455
214531134,4188
214531136,3141
214531138,3036
214531142,6282
214531145,10261
214531153,48066
214531327,3141
214531337,2093
214531355,4711
214531359,4711
214531372,5549
214531376,6282
214531393,4188
214531395,3141
214531410,1465
214531434,1989
214531436,7329
214531440,8900
214531475,1360
214531483,2408
214531502,4502
214531505,4711
214531509,2408
214531513,2362.71
214531517,3141
214531543,4921
214531545,3036
214531550,2931
214531560,4188
214531565,3141
214531584,292
214531597,2512
214531599,3141
214531610,4711
214531612,3455
214531618,2303
214531620,1989
214531659,7853
214531717,1151
214531802,2408
214531822,1360
214531890,3978
214531895,941
214531899,627
214531903,1465
214531905,1256
214531907,2198
214531910,313
214531914,3141
214531916,1256
214531925,732
214531929,941
214531937,1046
214531948,523
214531950,523
214531957,1465
214531961,1256
214531965,941
214531967,837
214531997,3664
214532000,4502
214532002,1989
214532006,1674
214532008,1046
214532038,73199
214532040,5235
214532051,6073
214532105,31311
214532107,3036
214532111,3978
214532113,3978
214532141,2093
214532143,1884
214532156,2093
214532158,7539
214532182,3141
214532267,8377
214532310,3141
214532312,2093
214532349,3664
214532351,2826
214532370,2617
214532452,2617
214532484,2722
214532505,18850
214532516,837
214532544,1884
214532565,1570
214532567,1046
214532597,1989
214532867,5235
214532906,2093
214532932,10471
214532934,6282
214532942,1884
214532955,10303.42
214532957,8377
214532983,2303
214533020,837
214533022,7391.17
214533187,2408
214533242,3141
214533279,2408
214533315,627
214533337,732
214533350,313
214533369,6282
214533371,3141
214533373,2931
214533540,4711
214533560,7120
214533707,2093
214533718,3036
214533727,3978
214533731,4188
214533737,2617
214533740,2931
214533748,2093
214533755,1674
214533774,4188
214533778,8272
214533785,1360
214533789,3141
214533791,4188
214533797,1570
214533804,3141
214533806,4188
214533810,4188
214533827,2617
214533832,5759
214533836,9738
214534145,14556
214534187,4711
214534194,8691
214534196,5968
214534198,5444
214534211,2931
214534215,9947
214534217,12510.7
214534220,4711
214534241,14032
214534267,5759
214534271,12043
214534273,6806
214534282,8377
214534329,2617
214534340,29845
214534350,2408
214534352,12881
214534355,2093
214534359,1989
214534361,1884
214534367,4188
214534464,1046
214534573,22515
214534580,10471
214534599,12462
214534627,12462
214534655,7329
214534661,4798.29
214534667,3141
214534693,1989
214534704,10471
214534736,1256
214534747,1953.67
214534751,2408
214534755,3664
214534757,2512
214534764,2303
214534766,2931
214534770,1465
214534772,1570
214534783,2093
214534785,2093
214534787,2093
214534794,1884
214534798,2093
214534800,1256
214534807,1046
214534815,1884
214534832,1465
214534843,1884
214534847,1465
214534850,1465
214534852,2093
214534854,3141
214534856,1570
214534993,1046
214535004,1570
214535006,1256
214535010,2617
214535030,1360
214535034,1360
214535038,1884
214535042,837
214535051,1604.02
214535057,1570
214535060,1570
214535066,941
214535072,3141
214535081,758.5
214535092,4188
214535102,1465
214535409,2931
214535443,2408
214535445,2408
214535447,4188
214535471,25552
214535591,12462
214535600,11414
214535630,1779
214535632,1570
214535634,2093
214535649,11488.86
214535653,1884
214536185,2093
214536187,3978
214536189,3455
214536193,2093
214536195,3664
214536197,3664.5
214536202,1360
214536221,9598.33
214536279,1884
214536281,5026
214536283,9214
214536290,4502
214536292,2303
214536294,2512
214536296,3978
214536298,7853
214536300,5759
214536302,4083
214536307,1256
214536311,1046
214536322,29217
214536347,10471
214536365,17698
214536367,41783
214536369,6282
214536392,41783
214536395,29217
214536412,5235
214536414,3978
214536418,11414
214536435,4188
214536437,7329
214536440,11414
214536480,889
214536502,3664
214536547,3141
214536553,2093
214536557,1989
214536566,3978
214536577,1528
214536581,3141
214536583,5235
214536598,1779
214536697,29217
214536838,3874
214536894,13509
214536928,3664
214536932,4188
214536958,5235
214537020,2093
214537022,2093
214537025,3141
214537029,2093
214537031,1779
214537033,2408
214537037,1884
214537040,1570
214537042,1570
214537044,1465
214537046,1360
214537048,1256
214537050,2617
214537057,1779
214537059,1570
214537061,1570
214537065,1360
214537070,1412.5
214537072,2093
214537074,2093
214537076,1256
214537080,1779
214537112,2093
214537125,1570
214537127,1779
214537130,2408
214537132,1884
214537151,2617
214537153,2093
214537155,4711
214537157,2931
214537160,3141
214537164,3141
214537168,3141
214537170,1989
214537172,2093
214537175,2408
214537177,2093
214537179,2093
214537181,1989
214537183,1674
214537185,3664
214537187,2093
214537190,2512
214537196,2093
214537198,2617
214537215,3141
214537217,12462
214537220,10471
214537239,7329
214537245,1465
214537247,1465
214537250,1360
214537252,2093
214537256,8900
214537262,4188
214537269,3664
214537271,2931
214537273,3978
214537275,2093
214537277,2617
214537286,3455
214537290,3141
214537299,3141
214537301,4188
214537305,2512
214537310,2931
214537342,3141
214537352,4711
214537357,2931
214537361,5884.4
214537365,4188
214537372,1989
214537374,3664
214537376,3141
214537378,2931
214537380,2303
214537385,1884
214537387,2093
214537415,4188
214537417,2093
214537419,1570
214537434,2617
214537436,2093
214537455,19792
214537457,17698
214537460,3141
214537464,6806
214537466,5235
214537468,4188
214537479,12043
214537483,11414
214537487,7853
214537490,2303
214537492,12985
214537496,18965.42
214537498,14556
214537515,7329
214537520,1465
214537522,4711
214537528,26075
214537532,34453
214537535,41783
214537541,523
214537665,7329
214537672,3874
214537678,4188
214537682,2617
214537685,1570
214537753,11414
214537796,39689
214537826,6282
214537830,4711
214537832,2617
214537837,1779
214537841,4188
214537845,14556
214537854,3141
214537856,6341.83
214537867,7329
214537880,3664
214537882,2613
214537888,14556
214537890,11414
214537897,12462
214537905,14556
214537916,20839
214537920,10471
214537922,10471
214537925,9424
214537929,9947
214537931,10471
214537933,8377
214537935,8377
214537952,57491
214537955,46496
214537967,15603
214537989,25028
214538030,1674
214538240,13509
214538276,8377
214538278,14556
214538282,7329
214538302,3978
214538310,5759
214538317,9947
214538325,12462
214538342,20839
214538370,9424
214538377,9424
214538392,6073
214538439,1884
214538467,8377
214538469,10471
214538477,8377
214538484,1151
214538486,5235
214538488,13509
214538495,1570
214538572,5235
214538574,10471
214538582,1046
214538591,2617
214538597,1046
214538820,1884
214538831,837
214538951,3141
214538981,4502
214538992,1570
214539050,10891
214539105,10471
214539110,10891
214539148,6282
214539150,5759
214539193,5235
214539202,2617
214539204,2617
214539208,3664
214539236,6806
214539238,4188
214539240,2512
214539245,1884
214539253,14032
214539260,8272
214539264,2303
214539277,2931
214539279,2931
214539281,2931
214539283,2722
214539290,2408
214539294,1884
214539296,2093
214539298,2093
214539307,3141
214539309,3664
214539311,3141
214539326,2093
214539330,16650
214539332,2303
214539335,10367
214539337,12462
214539341,2408
214539350,7329
214539354,2408
214539356,4083
214539358,1779
214539360,1779
214539369,2093
214539373,2093
214539392,5235
214539403,5235
214539407,6282
214539410,2093
214539416,2093
214539420,2512
214539506,3664
214539508,2093
214539512,2826
214539515,2093
214539517,8377
214539530,17698
214539534,5235
214539568,3141
214539570,3358.19
214539572,3455
214539592,20839
214539688,2512
214539705,6806
214539737,2617
214539772,2093
214539780,2931
214539887,627
214539977,2408
214539997,17698
214540014,19792
214540033,9214
214540035,5759
214540040,418
214540042,732
214540044,2617
214540046,2093
214540055,2093
214540070,1570
214540072,837
214540074,1465
214540106,941
214540110,2093
214540112,1570
214540125,1556.3
214540127,1040.29
214540132,1360
214540134,1046
214540136,1046
214540172,627
214540175,2093
214540179,1570
214540181,2093
214540344,4188
214540406,4188
214540575,7329
214540590,941
214540597,2132.72
214540601,2093
214540605,6282
214540610,3664
214540618,2931
214540633,2722
214540635,2093
214540652,1674
214540655,6282
214540657,2093
214540667,1570
214540676,837
214540691,941
214540706,1570
214540762,1151
214540764,941
214540766,732
214540768,1570
214540813,8377
214540817,2093
214540847,2408
214540922,2093
214540935,3664
214540948,4607
214540963,7853
214540967,3664
214540978,6806
214541017,3664
214541045,2512
214541060,1989
214541064,1360
214541355,6806
214541357,5759
214541366,14032
214541370,9738.67
214541379,7329
214541383,11414
214541385,35238
214541396,27122
214541402,31311
214541407,21677
214541409,41783
214541411,41783
214541415,44925
214541430,36547
214541435,36547
214541437,36547
214541452,23981
214541454,31311
214541458,33406
214541460,26075
214541473,13509
214541475,20839
214541477,14556
214541495,2093
214541510,941
214541525,2408
214541535,11414
214541548,2093
214541570,1256
214541574,1046
214541576,1570
214541591,1465
214541660,5968
214541679,4711
214541767,3978
214542225,1151
214542345,5235
214542350,3664
214542352,4502
214542354,3455
214542356,2617
214542358,3664
214542360,2721.5
214542369,1360
214542371,1570
214542375,1465
214542403,2093
214542759,4188
214542761,2408
214542885,18117
214542892,17698
214542894,13509
214543025,6282
214543035,5235
214543050,22934
214543059,12776
214543080,3141
214543095,2512
214543442,2722
214543505,1989
214543513,5235
214543562,3664
214543567,3141
214543582,3141
214543592,2408
214543603,2617
214543685,8377
214543721,1570
214543723,2093
214543796,2931
214543922,837
214544325,7329
214544327,4188
214544355,7853
214544357,6806
214544492,14556
214544550,14556
214544587,17698
214544589,17698
214544608,14556
214544610,13509
214544612,14556
214544782,8377
214544805,14556
214544820,14556
214544947,19373
214544966,20316
214544970,11414
214545032,40736
214545189,49114
214545200,18745
214545217,16650
214545232,23771
214545245,6282
214545446,11414
214545500,20839
214545504,30892
214545534,67963
214545536,67963
214545540,57491
214545542,57491
214545575,2303
214545590,6806
214545808,8900
214545821,10891
214545825,9424
214545832,14556
214545834,6806
214545836,7329
214545838,10891
214545842,2093
214545845,2093
214545851,2512
214545853,15603
214545862,14556
214545864,10471
214545879,2617
214545881,5235
214545883,4711
214545885,5026
214545894,4292
214545896,3664
214545902,2617
214545909,28170
214545917,1046
214545920,11414
214545922,4188
214545928,6873.05
214545930,2093
214545932,15378.57
214545939,5235
214545941,10471
214545943,6073
214545945,4711
214545947,2093
214545954,12462
214545956,10471
214545969,55920
214545980,62308
214545986,38118
214545988,24504
214546022,31311
214546025,19044.14
214546027,11938
214546029,7853
214546031,4711
214546042,5235
214546046,2617
214546065,8377
214546085,1046
214546087,575
214546091,418
214546093,732
214546095,7643
214546097,4188
214546100,3664
214546102,8377
214546104,6806
214546106,2617
214546108,2093
214546110,3455
214546117,24504
214546119,20839
214546121,9947
214546123,7329
214546136,941
214546153,523
214546200,5235
214546217,1779
214546220,4188
214546258,14556
214546277,6282
214546292,2617
214546312,5235
214546772,10471
214546888,2303
214546978,958.5
214546991,23981
214547008,1256
214547081,1570
214547177,1360
214547507,6177
214547512,6806
214547520,2617
214547529,1989
214547533,3141
214547537,2512
214547548,2512
214547593,11414
214547595,627
214547597,1151
214547600,1360
214547604,1570
214547615,1674
214547621,1570
214547623,1465
214547630,941
214547634,732
214547636,2408
214547638,1570
214547640,2512
214547645,3141
214547668,4188
214547814,784
214547876,1465
214547878,1674
214547880,941
214547893,2617
214547923,2303
214548103,837
214548435,2093
214548525,2617
214548729,5549
214548742,523
214548793,10680.6
214548812,3141
214548815,7329
214548817,6282
214548819,6282
214548821,5235
214548832,3664
214548834,4711
214548862,2617
214548864,7329
214548866,5759
214548870,5235
214548872,4188
214548875,4711
214548877,3874
214548881,3664
214548885,1046
214549346,784
214549922,6073
214549952,7643
214549970,5026
214549980,2303
214549987,4502
214550006,4188
214550049,3664
214550053,5235
214550055,3141
214550060,3978
214550062,4711
214550079,1989
214550085,1570
214550087,1360
214550092,941
214550096,3141
214550100,1360
214550107,1151
214550111,1360
214550177,3978
214550244,29217
214550248,18745
214550259,26075
214550263,15603
214550321,3036
214550327,5026
214550330,4188
214550340,3455
214550368,17698
214550370,3664
214550383,18261.77
214550385,17698
214550390,14556
214550398,20078.72
214550409,35500
214550531,7853
214550548,6416.05
214550563,2303
214550565,2093
214550582,3141
214550610,1779
214550621,5235
214550627,1570
214550634,1046
214550636,1360
214550649,2093
214550651,1674
214550820,261
214550844,889
214550848,345
214550855,173.5
214550865,34453
214550895,837
214550897,837
214550900,837
214550917,481
214550923,523
214550927,523
214550945,627
214550964,470
214550968,470
214550996,1256
214551000,1465
214551007,1674
214551129,8900
214551135,4502
214551238,1779
214551242,732
214551245,627
214551253,680
214551255,680
214551257,627
214551260,523
214551262,627
214551264,491
214551266,449
214551272,523
214551275,449
214551285,449
214551290,449
214551292,449
214551294,449
214551296,491
214551298,606
214551305,617
214551307,523
214551313,407
214551315,407
214551317,449
214551320,449
214551322,449
214551324,449
214551365,449
214551369,680
214551377,680
214551380,397
214551382,481
214551384,554
214551386,711
214551388,523
214551392,418
214551397,1465
214551399,879
214551401,837
214551405,523
214551407,523
214551412,732
214551414,418
214551416,418
214551420,502
214551427,470
214551495,11414
214551500,7329
214551534,1884
214551566,93270.33
214551575,115087
214551583,90870.5
214551607,627
214551613,1570
214551624,6337.11
214551626,9507.1
214551632,837
214551662,31311
214551665,31311
214551667,26075
214551692,3664
214551695,2512
214551746,2931
214551748,4188
214551761,3664
214551763,4188
214551780,13509
214551793,6806
214551806,837
214551810,837
214551815,732
214551819,523
214551825,418
214551827,418
214551832,418
214551834,313
214551836,627
214551840,418
214551842,418
214551845,418
214551849,732
214551855,418
214551857,523
214551860,837
214551862,837
214551868,627
214551870,523
214551875,523
214551883,523
214551885,523
214551890,4502
214551892,1570
214551894,2093
214551898,1884
214551900,732
214551902,837
214551909,2303
214551913,1779
214551917,1779
214551920,837
214551924,1360
214551926,1570
214551928,1674
214551930,1570
214551932,14556
214551935,13509
214551941,1256
214551943,941
214551945,837
214551954,1046
214551969,837
214551971,732
214551973,732
214551977,837
214551980,627
214551984,837
214551990,837
214552001,732
214552003,523
214552031,523
214552033,523
214552046,627
214552048,627
214552050,418
214552061,523
214552076,9947
214552080,6806
214552089,4188
214552095,4188
214552097,3769
214552106,2826
214552110,2826
214552115,2826
214552117,2826
214552119,2931
214552125,2617
214552130,2617
214552134,2408
214552136,2512
214552142,554
214552149,2093
214552151,1884
214552153,2093
214552160,2093
214552166,2093
214552168,1779
214552187,1570
214552190,1465
214552194,1570
214552196,1674
214552198,1360
214552205,1674
214552207,1256
214552211,1256
214552217,1256
214552241,1151
214552243,1046
214552265,1151
214552269,1046
214552299,941
214552370,1779
214552378,1570
214552387,2826
214552395,5235
214552434,523
214552445,523
214552457,386
214552470,418
214552475,313
214552477,208
214552483,523
214552485,208
214552502,36547
214552515,18745
214552522,1360
214552539,83671
214552543,117181
214552607,73199
214552610,36547
214552616,26075
214552620,83671
214552637,19792
214552676,17698
214552682,10471
214552685,13509
214552687,8377
214552689,5235
214552691,4188
214552693,4188
214552695,3141
214552933,2093
214552935,1046
214552937,1779
214552950,2722
214553257,208
214553426,418
214553533,449
214553537,345
214553540,1151
214553561,449
214553572,303
214553587,889
214553597,837
214553653,732
214553702,18745
214553810,338.11
214553837,292
214553844,784
214553863,2093
214553865,1360
214554000,2093
214554131,523
214554155,1360
214554170,837
214554234,4188
214554270,1151
214554283,261
214554296,1046
214554358,3141
214554371,1570
214554382,5235
214554504,837
214554510,2303
214554662,523
214554675,941
214554714,345
214554793,1046
214554862,2093
214554950,1884
214554967,523
214554973,1360
214554982,303
214555237,19424.14
214555262,345
214555333,754.29
214555438,837
214555500,1360
214555693,2093
214555704,1046
214555708,523
214555847,7643
214555910,837
214555914,1360
214555959,941
214555987,784
214556055,680
214556057,582
214556210,1046
214556212,523
214556216,523
214556218,1989
214556334,1151
214556342,680
214556355,345
214556477,627
214556561,889
214556563,313
214556595,345
214556651,313
214556717,261
214556728,1367.75
214556840,1674
214556863,627
214556906,680
214556942,313
214557009,680
214557015,240
214557043,2617
214557095,523
214557223,564.6
214557232,1884
214557234,1256
214557236,1360
214557262,2303
214557268,1360
214557279,1465
214557322,889
214557367,1046
214557510,1779
214557525,732
214557701,1570
214557774,1046
214558044,1884
214558192,554
214558254,1360
214558258,292
214558269,889
214558346,889
214558389,1046
214558397,1465
214558460,523
214558592,2617
214558605,627
214558807,627
214558824,1046
214558955,1256
214558997,1256
214559259,418
214559340,1046
214559582,2488
214559625,2093
214559647,4188
214559653,2931
214559660,889
214559726,1779
214559805,3141
214559848,1674
214559859,2931
214559870,5340
214559876,3455
214559891,4083
214559915,3036
214559940,2093
214559960,1151
214560013,15603
214560065,5549
214560069,6806
214560170,627
214560187,1674
214560240,1674
214560260,1674
214560279,2093
214560420,313
214560427,3350
214560478,3455
214560480,1570
214560500,5549
214560510,3455
214560515,1046
214560523,31311
214560534,449
214560585,208
214560613,3664.5
214560615,2093
214560622,3141
214561402,3141
214561434,3141
214561457,3141
214561462,3664
214561468,4711
214561475,6282
214561477,3141
214561479,3664
214561481,3664
214561485,5235
214561494,6282
214561496,3664
214561500,5235
214561507,7120
214561520,449
214561558,3664
214561644,345
214561674,240
214561680,555
214561682,554
214561685,554
214561687,523
214561695,418
214561715,398
214561717,397
214561719,398
214561775,539.88
214561888,208288
214561937,18221
214561974,1884
214561991,1099
214561997,1046
214563144,941
214563182,3793.59
214563195,2303
214563212,6282
214563238,8167
214563262,7996.69
214563264,17698
214563285,1989
214563335,292
214564247,2617
214564320,554
214564380,745.24
214564382,675.7
214564387,663.26
214564449,1570
214564451,2425.91
214564455,1779
214564475,449
214564490,5549
214564507,7329
214564509,9424
214564520,2408
214564522,3141
214564524,3978
214564528,5235
214564530,1465
214564567,1989
214564592,1884
214564659,313
214564693,523
214564706,1046
214564747,2093
214564749,2931
214564802,1779
214564805,2093
214564807,3141
214564822,2617
214564826,2408
214565473,837
214565501,2722
214565510,1884
214565512,2093
214565522,3036
214565527,1570
214565535,4921
214565542,1570
214565546,1570
214565557,2303
214565578,3559
214565593,1779
214565602,1674
214565621,1570
214565623,1570
214565720,261
214565726,1360
214567010,2722
214567014,2303
214567016,2722
214567018,3664
214567031,4188
214567040,2751.57
214567052,5235
214567057,3664
214567065,7853
214567072,27851.07
214567074,15021.56
214567076,2512
214567078,3174
214567080,5235
214567085,4188
214567089,3036
214567095,2617
214567097,941
214567100,9546.4
214567106,1884
214567108,1674
214567115,2617
214567117,2303
214567198,449
214567215,941
214567327,941
214567329,837
214567331,1884
214567333,837
214567404,1166.92
214567408,1674
214567410,1426.64
214567415,313
214567417,1289.2
214567419,1831.83
214568102,20839
214568111,1674
214568117,1151
214568120,1151
214568122,1674
214568124,1465
214568400,8900
214568402,313
214569155,2931
214569202,2826
214569204,3769
214569210,7539
214569215,4502
214569219,9424
214569230,5026
214569238,1465
214569287,1570
214569465,2093
214569474,889
214569534,732
214569707,536.05
214569716,3874
214569729,1360
214569913,784
214569915,784
214570517,2303
214570547,2719.24
214570871,1151
214570873,1465
214570877,1465
214570963,2722
214571002,627
214571006,5235
214571010,5235
214571015,2931
214571019,1779
214571143,3245
214571152,5643
214571188,240
214571246,523
214571276,523
214571402,313
214571413,1360
214571893,1989
214571897,2303
214571900,2931
214571904,3664
214571932,3664
214571934,4188
214572028,837
214572182,3141
214572230,1570
214572264,1674
214572302,2512
214572377,1049.41
214572392,1386.25
214572433,1570
214572446,182
214572448,1588.26
214572452,1560
214572480,680
214572538,889
214572540,889
214572650,4711
214572658,5235
214572660,1046
214572669,680
214572705,10471
214572712,4188
214572714,7853
214572722,10471
214572725,1779
214572729,2303
214572731,2093
214572735,3141
214572744,1779
214572750,3769
214572832,1674
214572838,4816
214572847,3455
214572851,3141
214572855,3141
214572973,2303
214573059,627
214573123,313
214573142,1884
214573149,2617
214573168,1779
214573170,2303
214573241,1884
214573258,732
214573277,1256
214573288,1256
214573290,1256
214573305,2879
214573310,3141
214573312,941
214573350,475.41
214573357,784
214573359,3350
214573522,2023.33
214573560,4711
214573582,5444
214573588,1360
214573590,313
214573607,4711
214573612,5520.55
214573629,418
214573820,1884
214573858,1256
214573882,1779
214573884,1884
214574085,3036
214574117,21537.33
214574124,27384
214574126,2093
214574130,24155.33
214574135,17698
214574137,20001.4
214574141,19792
214574147,51731.5
214574150,11414
214574233,3455
214574242,4711
214574246,156975
214574248,162211
214574561,50789.2
214574593,2093
214574602,2931
214574617,3455
214574627,2931
214574670,2093
214574672,1354.24
214574692,889
214574777,7463.09
214574792,837
214574799,837
214574825,627
214574900,889
214574906,1570
214574912,418
214575084,1360
214575103,2617
214575112,1046
214575125,1151
214575146,2093
214575165,4188
214575170,1046
214575172,2198
214575193,2199.21
214575206,3141
214575225,2233
214575240,1570
214575266,4711
214575268,261
214575270,5392
214575279,627
214575298,4188
214575311,5759
214575332,680
214575347,5549
214575369,2198
214575431,1046
214575665,680
214575667,680
214575722,3455
214575729,1046
214575763,2093
214576196,5130
214576198,4921
214576217,2722
214576226,6596
214576228,6701
214576230,6910
214576235,3769
214576237,2826
214576265,2093
214576325,22934
214576327,13229.33
214576355,1884
214576423,941
214576432,627
214576487,1465
214576545,1256
214576607,732
214576693,240
214576740,7329
214576742,11414
214576749,5654
214576777,6806
214576787,4188
214576839,1360
214576890,837
214576892,1046
214576982,1360
214577025,478.44
214577293,1674
214577302,680
214577334,2617
214577340,1570
214577387,784
214577415,16650
214577417,3141
214577422,7120
214577445,523
214577450,994
214577477,6282
214577490,837
214577495,575
214577503,4188
214577505,4188
214577535,1151
214577567,9424
214577585,3664
214577589,4502
214577591,7853
214577593,26075
214577612,523
214577709,12462
214577717,8900
214577720,13509
214577750,30264
214577822,732
214577945,7853
214578011,14572.79
214578135,3455
214578148,1046
214578159,313
214578170,229
214578178,837
214578230,523
214578247,3664
214578249,2093
214578281,2093
214578283,2093
214578290,2093
214578298,2093
214578326,2093
214578350,2093
214578570,732
214578577,345
214578645,26075
214578810,1046
214578823,1046
214578836,2093
214578847,784
214579220,5271.94
214579260,3455
214579288,3350
214579299,14765.6
214579410,837
214579464,83671
214579545,784
214579704,4315.72
214579730,5549
214579749,666.75
214579755,1578
214579762,546.64
214579775,2617
214579790,1046
214579837,1046
214579839,1884
214579875,941
214580154,418
214580171,1570
214580173,2093
214580240,292
214580276,1989
214580287,12462
214580291,2722
214580293,1046
214580304,1674
214580351,2512
214580355,4083
214580357,2826
214580360,3141
214580368,418
214580370,1360
214580372,2826
214580377,2617
214580387,6282
214580424,4188
214580462,1046
214580465,1360
214580467,5759
214580469,17279
214580790,680
214580801,2093
214580814,1256
214580885,5235
214581427,6806
214581444,3769
214581446,1465
214581504,1046
214581536,1046
214581555,1884
214581572,1570
214581581,1360
214581596,2093
214581607,5235
214581611,1465
214581613,1360
214581677,4188
214581684,10471
214581690,837
214581755,1046
214581761,2303
214581815,17698
214581827,27122
214581872,1884
214581879,3455
214581887,44925
214581896,31311
214581941,3664
214582104,523
214582170,1046
214582200,889
214582346,1151
214582348,1151
214582359,1046
214582380,680
214582382,680
214582387,22934
214582391,10891
214582400,9424
214582402,9424
214582404,9424
214582406,7853
214582415,9424
214582425,4711
214582436,2617
214582470,4188
